ICE FLAVORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIDS PORTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Flavor,,,Calories,,,,,"Calories
from Fat",,,Fat,,,"Saturated
Fat",,,,,,"Trans
Fat",,,Cholesterol,,,,,,,Sodium,,,"Total
Carbohydrates",,,,,,"Dietary
Fiber",,,,Total Sugar,,,,"Added
Sugar",,,,,Protein,,,,,Vitamin D,,,,,"Vitamin D
(% DV)",,,,Calcium,,,,"Calcium
(%DV)",,,Iron,,"Iron
(%DV)",,,,Potassium,,,,"Potassium
(%DV)",,,,,,,
,Island Fusion,,,340,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,50,,,,86,,,,,0,,,,83,,,81,,,0,,,,,0,,,,,,0,,,,,11,,,2,,,,,,,0,,,0,,,,,,,45,,,,,1,,
,Juicy Pear,,,290,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,50,,,,73,,,,,0,,,,70,,,70,,,0,,,,,0,,,,,,0,,,,,11,,,2,,,,,,,0,,,0,,,,,,,0,,,,,0,,
,Kandi Kapow!,,,320,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,40,,,,81,,,,,0,,,,80,,,60,,,0,,,,,0,,,,,,0,,,,,10,,,0,,,,,,,0,,,0,,,,,,,1,,,,,0,,
,Key Lime,,,280,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,70,,,,72,,,,,0,,,,69,,,69,,,0,,,,,0,,,,,,0,,,,,10,,,2,,,,,,,0,,,0,,,,,,,0,,,,,0,,
,Lemon,,,250,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,40,,,,64,,,,,0,,,,61,,,61,,,0,,,,,0,,,,,,0,,,,,12,,,2,,,,,,,0,,,0,,,,,,,10,,,,,0,,
,Mango,,,320,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,50,,,,82,,,,,0,,,,78,,,77,,,0,,,,,0,,,,,,0,,,,,11,,,2,,,,,,,0,,,0,,,,,,,25,,,,,1,,
,Mango- Orange,,,320,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,45,,,,80,,,,,0,,,,74,,,59,,,0,,,,,0,,,,,,0,,,,,10,,,2,,,,,,,0,,,0,,,,,,,10,,,,,0,,
,Mango-Peach,,,250,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,45,,,,65,,,,,0,,,,62,,,61,,,0,,,,,0,,,,,,0,,,,,10,,,0,,,,,,,0,,,0,,,,,,,11,,,,,0,,
,Mango- Pineapple,,,320,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,45,,,,82,,,,,0,,,,79,,,78,,,0,,,,,0,,,,,,0,,,,,11,,,2,,,,,,,0,,,2,,,,,,,20,,,,,1,,
,Mango- Strawberry,,,330,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,50,,,,83,,,,,0,,,,80,,,79,,,0,,,,,0,,,,,,0,,,,,11,,,2,,,,,,,0,,,0,,,,,,,15,,,,,0,,
,Margarita,,,210,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,50,,,,55,,,,,0,,,,51,,,51,,,0,,,,,0,,,,,,0,,,,,13,,,2,,,,,,,0,,,0,,,,,,,23,,,,,0,,
,Ocean Splash™,,,310,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,130,,,,78,,,,,0,,,,71,,,71,,,0,,,,,0,,,,,,0,,,,,9,,,0,,,,,,,1,,,6,,,,,,,20,,,,,0,,
,Peach Ring,,,280,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,45,,,,71,,,,,0,,,,69,,,68,,,0,,,,,0,,,,,,0,,,,,9,,,0,,,,,,,0,,,0,,,,,,,1,,,,,0,,
,Peanut Butter and Jelly,,,440,,,,100,,,11,,,2,,,,,0,,,,,0,,,,,125,,,,84,,,,,0,,,,80,,,79,,,4,,,,,0,,,,,,0,,,,,23,,,2,,,,,,,1,,,4,,,,,,,105,,,,,3,,
,Pina Colada,,,320,,,,5,,,1,,,0,,,,,0,,,,,0,,,,,45,,,,80,,,,,0,,,,77,,,76,,,0,,,,,0,,,,,,0,,,,,12,,,2,,,,,,,0,,,0,,,,,,,0,,,,,0,,
,Pineapple,,,290,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,45,,,,73,,,,,0,,,,70,,,69,,,0,,,,,0,,,,,,0,,,,,11,,,2,,,,,,,0,,,2,,,,,,,15,,,,,0,,
,Raspberry,,,310,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,45,,,,79,,,,,0,,,,75,,,74,,,0,,,,,0,,,,,,0,,,,,13,,,2,,,,,,,0,,,0,,,,,,,30,,,,,1,,
,Raspberry Lemonade,,,330,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,60,,,,83,,,,,1,,,,78,,,68,,,0,,,,,0,,,,,,0,,,,,14,,,2,,,,,,,0,,,0,,,,,,,45,,,,,0,,
,Root Beer,,,300,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,45,,,,76,,,,,0,,,,74,,,74,,,0,,,,,0,,,,,,0,,,,,11,,,2,,,,,,,0,,,0,,,,,,,25,,,,,1,,
,Sour Patch Kids Red,,,300,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,45,,,,81,,,,,0,,,,79,,,79,,,0,,,,,0,,,,,,0,,,,,9,,,0,,,,,,,0,,,0,,,,,,,0,,,,,0,,
,Strawberry,,,330,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,45,,,,84,,,,,0,,,,82,,,81,,,0,,,,,0,,,,,,0,,,,,11,,,2,,,,,,,0,,,0,,,,,,,0,,,,,0,,
,Strawberry Colada,,,310,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,50,,,,77,,,,,0,,,,74,,,73,,,0,,,,,0,,,,,,0,,,,,11,,,2,,,,,,,0,,,0,,,,,,,0,,,,,0,,
,Strawberry Lemonade,,,330,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,35,,,,84,,,,,0,,,,79,,,53,,,0,,,,,0,,,,,,0,,,,,12,,,2,,,,,,,0,,,0,,,,,,,20,,,,,1,,
,Strawberry Margarita,,,290,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,55,,,,73,,,,,0,,,,70,,,66,,,0,,,,,0,,,,,,0,,,,,11,,,2,,,,,,,0,,,0,,,,,,,15,,,,,0,,
,Strawberry- Watermelon,,,310,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,45,,,,79,,,,,0,,,,76,,,75,,,0,,,,,0,,,,,,0,,,,,11,,,2,,,,,,,0,,,0,,,,,,,20,,,,,1,,
,Swedish Fish,,,360,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,80,,,,93,,,,,0,,,,90,,,90,,,0,,,,,0,,,,,,0,,,,,10,,,0,,,,,,,0,,,0,,,,,,,0,,,,,0,,
,Tropical Daiquiri,,,360,,,,5,,,1,,,1,,,,,0,,,,,0,,,,,50,,,,88,,,,,0,,,,85,,,81,,,0,,,,,0,,,,,,0,,,,,10,,,0,,,,,,,0,,,0,,,,,,,6,,,,,0,,
,Tropical ParadICE,,,320,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,45,,,,80,,,,,0,,,,60,,,76,,,0,,,,,0,,,,,,0,,,,,10,,,0,,,,,,,0,,,0,,,,,,,30,,,,,0,,
,Vanilla,,,290,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,50,,,,74,,,,,0,,,,72,,,72,,,0,,,,,0,,,,,,0,,,,,10,,,0,,,,,,,0,,,0,,,,,,,20,,,,,1,,
,Watermelon,,,340,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,45,,,,86,,,,,0,,,,83,,,82,,,0,,,,,0,,,,,,0,,,,,10,,,2,,,,,,,0,,,0,,,,,,,10,,,,,0,,
,Wild Berry,,,330,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,50,,,,85,,,,,0,,,,81,,,80,,,0,,,,,0,,,,,,0,,,,,12,,,2,,,,,,,0,,,0,,,,,,,15,,,,,0,,
,Wild Black Cherry,,,310,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,35,,,,75,,,,,0,,,,69,,,69,,,1,,,,,0,,,,,,0,,,,,12,,,2,,,,,,,0,,,0,,,,,,,25,,,,,1,,
,Unicorn,,,310,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,140,,,,80,,,,,0,,,,73,,,73,,,0,,,,,0,,,,,,0,,,,,11,,,0,,,,,,,1,,,6,,,,,,,28,,,,,0,,
,Zombie's Blood,,,230,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,45,,,,61,,,,,0,,,,58,,,58,,,0,,,,,0,,,,,,0,,,,,11,,,0,,,,,,,0,,,0,,,,,,,13,,,,,0,,
Cream Ice,Banana Split Cream,,,390,,,,50,,,6,,,4,,,,,0,,,,,0,,,,,55,,,,87,,,,,0,,,,82,,,35,,,1,,,,,0,,,,,,0,,,,,17,,,2,,,,,,,1,,,4,,,,,,,35,,,,,1,,
,Birthday Cake,,,390,,,,45,,,5,,,4,,,,,0,,,,,0,,,,,200,,,,87,,,,,0,,,,78,,,67,,,1,,,,,0,,,,,,0,,,,,43,,,4,,,,,,,0,,,2,,,,,,,10,,,,,0,,
,Black Cherry Cheesecake,,,380,,,,35,,,4,,,4,,,,,0,,,,,5,,,,,85,,,,86,,,,,0,,,,80,,,33,,,1,,,,,0,,,,,,0,,,,,18,,,2,,,,,,,0,,,2,,,,,,,10,,,,,0,,
,Brookie Dough,,,440,,,,60,,,7,,,6,,,,,0,,,,,0,,,,,150,,,,93,,,,,0,,,,82,,,78,,,1,,,,,0,,,,,,0,,,,,22,,,2,,,,,,,0,,,0,,,,,,,62,,,,,2,,
,Cheesecake,,,370,,,,40,,,5,,,4,,,,,0,,,,,5,,,,,85,,,,83,,,,,0,,,,79,,,34,,,1,,,,,0,,,,,,0,,,,,10,,,2,,,,,,,0,,,0,,,,,,,10,,,,,0,,
,Chocolate Covered Banana,,,410,,,,60,,,7,,,5,,,,,0,,,,,5,,,,,85,,,,87,,,,,0,,,,82,,,39,,,1,,,,,0,,,,,,0,,,,,14,,,2,,,,,,,1,,,6,,,,,,,55,,,,,2,,
,Chocolate Chip Cheesecake,,,410,,,,60,,,6,,,5,,,,,0,,,,,0,,,,,100,,,,90,,,,,1,,,,84,,,39,,,1,,,,,0,,,,,,0,,,,,18,,,2,,,,,,,1,,,6,,,,,,,85,,,,,2,,
,Chocolate Covered Strawberry,,,420,,,,70,,,7,,,6,,,,,0,,,,,0,,,,,105,,,,88,,,,,0,,,,82,,,80,,,1,,,,,0,,,,,,0,,,,,20,,,2,,,,,,,1,,,8,,,,,,,95,,,,,3,,
,Coconut Cream,,,370,,,,45,,,5,,,4,,,,,0,,,,,0,,,,,85,,,,81,,,,,0,,,,76,,,72,,,0,,,,,0,,,,,,0,,,,,12,,,2,,,,,,,0,,,0,,,,,,,10,,,,,0,,
,Cookie Dough,,,410,,,,60,,,7,,,6,,,,,0,,,,,0,,,,,130,,,,86,,,,,0,,,,76,,,75,,,1,,,,,0,,,,,,0,,,,,13,,,2,,,,,,,0,,,2,,,,,,,55,,,,,2,,
,Cookies & Cream,,,440,,,,40,,,5,,,4,,,,,0,,,,,0,,,,,110,,,,101,,,,,0,,,,96,,,93,,,1,,,,,0,,,,,,0,,,,,9,,,0,,,,,,,1,,,4,,,,,,,25,,,,,1,,
,Frozen Hot Cocoa,,,390,,,,35,,,3.5,,,3.5,,,,,0,,,,,0,,,,,95,,,,92,,,,,1,,,,86,,,85,,,1,,,,,0,,,,,,0,,,,,16,,,2,,,,,,,1,,,6,,,,,,,83,,,,,2,,
,Fudge Brownie,,,480,,,,60,,,7,,,5,,,,,0,,,,,5,,,,,130,,,,109,,,,,0,,,,96,,,96,,,2,,,,,0,,,,,,0,,,,,21,,,2,,,,,,,1,,,8,,,,,,,160,,,,,5,,
,Marshmallow Peanut Butter,,,480,,,,100,,,11,,,5,,,,,0,,,,,0,,,,,135,,,,95,,,,,0,,,,90,,,89,,,3,,,,,0,,,,,,0,,,,,20,,,2,,,,,,,1,,,4,,,,,,,95,,,,,3,,
,Mint Chocolate Chip,,,390,,,,60,,,6,,,5,,,,,0,,,,,0,,,,,75,,,,85,,,,,0,,,,80,,,80,,,1,,,,,0,,,,,,0,,,,,14,,,2,,,,,,,1,,,6,,,,,,,65,,,,,2,,
,Mint Oreo,,,370,,,,40,,,5,,,4,,,,,0,,,,,0,,,,,105,,,,85,,,,,0,,,,79,,,53,,,1,,,,,0,,,,,,0,,,,,9,,,0,,,,,,,0,,,2,,,,,,,10,,,,,0,,
,Orange Cream,,,340,,,,30,,,3.5,,,3,,,,,0,,,,,0,,,,,75,,,,79,,,,,0,,,,71,,,49,,,0,,,,,0,,,,,,0,,,,,11,,,0,,,,,,,0,,,0,,,,,,,37,,,,,0,,
,Pumpkin Cheesecake,,,330,,,,30,,,4,,,4,,,,,0,,,,,0,,,,,50,,,,74,,,,,0,,,,69,,,31,,,1,,,,,0,,,,,,0,,,,,14,,,2,,,,,,,0,,,0,,,,,,,15,,,,,0,,
,Pumpkin Pie,,,300,,,,35,,,4,,,4,,,,,0,,,,,0,,,,,80,,,,68,,,,,0,,,,62,,,61,,,1,,,,,0,,,,,,0,,,,,18,,,2,,,,,,,0,,,2,,,,,,,35,,,,,1,,
,Root Beer Float,,,330,,,,15,,,2,,,2,,,,,0,,,,,0,,,,,65,,,,79,,,,,0,,,,76,,,57,,,0,,,,,0,,,,,,0,,,,,10,,,2,,,,,,,0,,,0,,,,,,,20,,,,,1,,
,S'mores,,,430,,,,45,,,5,,,4,,,,,0,,,,,0,,,,,80,,,,97,,,,,0,,,,93,,,92,,,1,,,,,0,,,,,,0,,,,,13,,,2,,,,,,,1,,,6,,,,,,,55,,,,,2,,
GELATI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LARGE PORTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add together your Ice Flavor and Custard Flavor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Flavor,,,Calories,,,,Calories from Fat,,,Fat,,,Saturated Fat,,,,,Trans Fat,,,,,Cholesterol,,,,,Sodium,,,,Total Carbohydrates,,,,,Dietary Fiber,,,,Total Sugar,,,Added Sugar,,,Protein,,,,,Vitamin D,,,,,,Vitamin D (% DV),,,,,Calcium,,,Calcium (%DV),,,,,,,Iron,,,Iron (%DV),,,,,,,Potassium,,,,,Potassium (%DV),,
,Shamrock,,,380,,,,30,,,3.5,,,3,,,,,0,,,,,0,,,,,80,,,,87,,,,,0,,,,83,,,83,,,0,,,,,0,,,,,,0,,,,,10,,,0,,,,,,,0,,,0,,,,,,,23,,,,,0,,
,Strawberry Banana,,,230,,,,110,,,12,,,8,,,,,0,,,,,85,,,,,140,,,,27,,,,,0,,,,24,,,17,,,4,,,,,0,,,,,,0,,,,,157,,,10,,,,,,,0,,,0,,,,,,,213,,,,,4,,
,Strawberry Cheesecake,,,380,,,,40,,,5,,,4,,,,,0,,,,,5,,,,,90,,,,87,,,,,0,,,,83,,,37,,,1,,,,,0,,,,,,0,,,,,11,,,2,,,,,,,0,,,0,,,,,,,20,,,,,1,,
,Strawberries n' Cream,,,390,,,,50,,,6,,,4,,,,,0,,,,,0,,,,,55,,,,87,,,,,0,,,,82,,,35,,,1,,,,,0,,,,,,0,,,,,17,,,2,,,,,,,1,,,4,,,,,,,35,,,,,1,,
,Vanilla Cream,,,340,,,,30,,,4,,,4,,,,,0,,,,,0,,,,,80,,,,76,,,,,0,,,,72,,,72,,,0,,,,,0,,,,,,0,,,,,10,,,2,,,,,,,0,,,0,,,,,,,30,,,,,1,,
,Watermelon Chip,,,430,,,,60,,,6,,,5,,,,,0,,,,,0,,,,,80,,,,96,,,,,0,,,,89,,,89,,,1,,,,,0,,,,,,0,,,,,14,,,2,,,,,,,1,,,6,,,,,,,70,,,,,2,,
"Smart
Snack Ice",MaliBLU Freeze,,,330,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,55,,,,83,,,,,0,,,,78,,,14,,,0,,,,,0,,,,,,0,,,,,13,,,2,,,,,,,0,,,0,,,,,,,64,,,,,2,,
,Razzle Red,,,440,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,25,,,,112,,,,,0,,,,108,,,39,,,0,,,,,0,,,,,,0,,,,,8,,,0,,,,,,,0,,,0,,,,,,,1,,,,,0,,
,Very Bery,,,370,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,25,,,,92,,,,,0,,,,89,,,51,,,0,,,,,0,,,,,,0,,,,,10,,,0,,,,,,,0,,,0,,,,,,,3,,,,,0,,
Sugar-Free Ice,S/F Cherry,,,150,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,30,,,,52,,,,,0,,,,0,,,0,,,0,,,,,0,,,,,,0,,,,,15,,,2,,,,,,,0,,,0,,,,,,,20,,,,,1,,
,S/F Dragon Fruit,,,200,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,35,,,,68,,,,,0,,,,0,,,0,,,0,,,,,0,,,,,,0,,,,,17,,,2,,,,,,,0,,,0,,,,,,,40,,,,,1,,
,S/F Mango Peach,,,140,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,30,,,,49,,,,,0,,,,0,,,0,,,0,,,,,0,,,,,,0,,,,,15,,,2,,,,,,,0,,,0,,,,,,,25,,,,,1,,
,S/F Pink Lemonade,,,150,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,40,,,,53,,,,,0,,,,0,,,0,,,0,,,,,0,,,,,,0,,,,,10,,,0,,,,,,,0,,,0,,,,,,,35,,,,,1,,
,S/F Tangerine,,,150,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,45,,,,52,,,,,0,,,,0,,,0,,,0,,,,,0,,,,,,0,,,,,10,,,0,,,,,,,0,,,0,,,,,,,30,,,,,1,,
,Banana,,,220,,,,110,,,12,,,8,,,,,0,,,,,85,,,,,140,,,,26,,,,,0,,,,22,,,16,,,4,,,,,0,,,,,,0,,,,,157,,,15,,,,,,,0,,,0,,,,,,,210,,,,,6,,
Custard,Black Raspberry,,,230,,,,110,,,13,,,8,,,,,0,,,,,85,,,,,140,,,,26,,,,,0,,,,22,,,16,,,5,,,,,0,,,,,,0,,,,,159,,,15,,,,,,,0,,,0,,,,,,,220,,,,,6,,
,Butter Pecan,,,230,,,,110,,,13,,,8,,,,,0,,,,,85,,,,,140,,,,26,,,,,0,,,,22,,,16,,,5,,,,,0,,,,,,0,,,,,160,,,15,,,,,,,0,,,0,,,,,,,220,,,,,6,,
,Cake Batter,,,210,,,,100,,,12,,,7,,,,,0,,,,,80,,,,,140,,,,27,,,,,0,,,,23,,,15,,,4,,,,,0,,,,,,0,,,,,148,,,10,,,,,,,0,,,0,,,,,,,203,,,,,4,,
,Campfire Marshmallow,,,220,,,,100,,,12,,,7,,,,,0,,,,,60,,,,,125,,,,35,,,,,0,,,,22,,,10,,,3,,,,,0,,,,,,0,,,,,110,,,10,,,,,,,0,,,0,,,,,,,160,,,,,4,,
,Caramel Macchiato,,,230,,,,110,,,13,,,8,,,,,0,,,,,85,,,,,140,,,,27,,,,,0,,,,22,,,16,,,5,,,,,0,,,,,,0,,,,,160,,,10,,,,,,,0,,,0,,,,,,,217,,,,,4,,
,Cheesecake,,,230,,,,110,,,12,,,8,,,,,0,,,,,85,,,,,140,,,,27,,,,,0,,,,24,,,18,,,4,,,,,0,,,,,,0,,,,,157,,,15,,,,,,,0,,,0,,,,,,,220,,,,,6,,
,Chocolate,,,220,,,,100,,,12,,,7,,,,,0,,,,,70,,,,,115,,,,26,,,,,0,,,,23,,,17,,,5,,,,,0,,,,,,0,,,,,151,,,15,,,,,,,1,,,0,,,,,,,300,,,,,9,,
,Chocolate Cake,,,220,,,,100,,,11,,,7,,,,,0,,,,,65,,,,,115,,,,26,,,,,0,,,,24,,,17,,,4,,,,,0,,,,,,0,,,,,145,,,10,,,,,,,1,,,6,,,,,,,292,,,,,6,,
,Chocolate Banana,,,210,,,,100,,,11,,,7,,,,,0,,,,,65,,,,,115,,,,26,,,,,0,,,,23,,,17,,,4,,,,,0,,,,,,0,,,,,145,,,10,,,,,,,1,,,6,,,,,,,292,,,,,6,,
,Chocolate Strawberry,,,210,,,,100,,,11,,,7,,,,,0,,,,,65,,,,,115,,,,26,,,,,0,,,,24,,,17,,,4,,,,,0,,,,,,0,,,,,145,,,10,,,,,,,1,,,6,,,,,,,292,,,,,6,,
,Coffee,,,230,,,,110,,,12,,,8,,,,,0,,,,,85,,,,,140,,,,27,,,,,0,,,,24,,,18,,,4,,,,,0,,,,,,0,,,,,157,,,15,,,,,,,0,,,0,,,,,,,220,,,,,6,,
,Cotton Candy,,,230,,,,110,,,12,,,8,,,,,0,,,,,85,,,,,140,,,,27,,,,,0,,,,24,,,18,,,4,,,,,0,,,,,,0,,,,,157,,,15,,,,,,,0,,,0,,,,,,,210,,,,,6,,
,Mint,,,230,,,,110,,,13,,,8,,,,,0,,,,,85,,,,,140,,,,25,,,,,0,,,,22,,,16,,,5,,,,,0,,,,,,0,,,,,160,,,15,,,,,,,0,,,0,,,,,,,220,,,,,6,,
,Orange,,,230,,,,110,,,13,,,8,,,,,0,,,,,85,,,,,140,,,,26,,,,,0,,,,23,,,17,,,5,,,,,0,,,,,,0,,,,,159,,,10,,,,,,,0,,,0,,,,,,,217,,,,,4,,
,Peach,,,230,,,,110,,,13,,,8,,,,,0,,,,,85,,,,,140,,,,26,,,,,0,,,,22,,,16,,,5,,,,,0,,,,,,0,,,,,159,,,10,,,,,,,0,,,0,,,,,,,218,,,,,4,,
,Pistachio,,,230,,,,110,,,13,,,8,,,,,0,,,,,85,,,,,140,,,,26,,,,,0,,,,22,,,17,,,5,,,,,0,,,,,,0,,,,,161,,,15,,,,,,,0,,,0,,,,,,,220,,,,,6,,
,Pumpkin,,,240,,,,110,,,12,,,8,,,,,0,,,,,85,,,,,140,,,,27,,,,,0,,,,24,,,18,,,4,,,,,0,,,,,,0,,,,,157,,,15,,,,,,,0,,,0,,,,,,,210,,,,,6,,
,Pumpkin Cold Brew,,,230,,,,110,,,12,,,8,,,,,0,,,,,85,,,,,160,,,,25,,,,,0,,,,22,,,16,,,5,,,,,0,,,,,,0,,,,,158,,,10,,,,,,,0,,,0,,,,,,,213,,,,,4,,
,Salted Caramel Chocolate,,,220,,,,100,,,11,,,7,,,,,0,,,,,70,,,,,115,,,,26,,,,,0,,,,23,,,17,,,5,,,,,0,,,,,,0,,,,,149,,,10,,,,,,,1,,,0,,,,,,,298,,,,,6,,
,Salted Caramel,,,230,,,,110,,,13,,,8,,,,,0,,,,,85,,,,,140,,,,26,,,,,0,,,,22,,,16,,,5,,,,,0,,,,,,0,,,,,160,,,15,,,,,,,0,,,0,,,,,,,220,,,,,6,,
,Strawberry,,,230,,,,110,,,12,,,8,,,,,0,,,,,85,,,,,140,,,,26,,,,,0,,,,22,,,16,,,5,,,,,0,,,,,,0,,,,,159,,,15,,,,,,,0,,,0,,,,,,,220,,,,,6,,
,Strawberry Banana,,,230,,,,110,,,12,,,8,,,,,0,,,,,85,,,,,140,,,,27,,,,,0,,,,23,,,16,,,4,,,,,0,,,,,,0,,,,,157,,,10,,,,,,,0,,,0,,,,,,,213,,,,,4,,
,Vanilla,,,230,,,,120,,,13,,,8,,,,,0,,,,,85,,,,,150,,,,26,,,,,0,,,,22,,,16,,,5,,,,,0,,,,,,0,,,,,163,,,15,,,,,,,0,,,0,,,,,,,220,,,,,6,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"This nutrition information is based on standard recipes and product formulations; however; variations may occur due to differences in preparation, serving sizes, ingredients, or special orders. Current recommendations are to limit total saturated fat intake to 20 grams per day and to limit sodium intake to less than 2,400 mg per day for a 2,000 calorie-per-day diet. A 2,000 calorie daily diet is used for the basis of general nutrition advice; individual calorie needs however; may vary. ©2015 RITA’S FRANCHISE COMPANY. ALL RIGHTS RESERVED.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 LAYER GELATI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONE SIZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add together your 2 Ice Flavor's and Custard Flavor to build your treat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Flavor,,,Calories,,,,Calories from Fat,,,Fat,,,Saturated Fat,,,,,Trans Fat,,,,,Cholesterol,,,,,Sodium,,,,Total Carbohydrates,,,,,Dietary Fiber,,,,Total Sugar,,,Added Sugar,,,Protein,,,,,Vitamin D,,,,,,Vitamin D (% DV),,,,,Calcium,,,Calcium (%DV),,,,,,,Iron,,,Iron (%DV),,,,,,,Potassium,,,,,Potassium (%DV),,
Italian,Apple Berry Blue,,,80,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,15,,,,19,,,,,0,,,,19,,,18,,,0,,,,,0,,,,,,0,,,,,3,,,0,,,,,,,0,,,0,,,,,,,7,,,,,0,,
,Banana,,,90,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,10,,,,23,,,,,0,,,,22,,,21,,,0,,,,,0,,,,,,0,,,,,2,,,0,,,,,,,0,,,0,,,,,,,18,,,,,0,,
,Blue Raspberry,,,80,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,15,,,,22,,,,,0,,,,21,,,21,,,0,,,,,0,,,,,,0,,,,,3,,,0,,,,,,,0,,,0,,,,,,,0,,,,,0,,
,Blueberry,,,120,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,15,,,,30,,,,,0,,,,29,,,29,,,0,,,,,0,,,,,,0,,,,,3,,,0,,,,,,,0,,,0,,,,,,,0,,,,,0,,
,Blueberry Lemonade,,,60,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,10,,,,17,,,,,0,,,,15,,,15,,,0,,,,,0,,,,,,0,,,,,4,,,0,,,,,,,0,,,0,,,,,,,11,,,,,0,,
,Carnival,,,80,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,10,,,,21,,,,,0,,,,20,,,8,,,0,,,,,0,,,,,,0,,,,,2,,,0,,,,,,,0,,,0,,,,,,,0,,,,,0,,
,Cherry,,,70,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,10,,,,17,,,,,0,,,,16,,,15,,,0,,,,,0,,,,,,0,,,,,4,,,0,,,,,,,0,,,0,,,,,,,0,,,,,0,,
,Cherry Lemonade,,,70,,,,0,,,0,,,0,,,,,0,,,,,0,,,,,10,,,,19,,,,,0,,,,18,,,18,,,0,,,,,0,,,,,,0,,,,,3,,,0,,,,,,,0,,,0,,,,,,,6,,,,,0,,
